product_id,category,product_name,location_id,year,month,original_value,original_unit,original_currency,price_mad,price_usd,price_real_mad,confidence,precision,collection_method,source_id
CEREAL-WHEAT-SOFT,Cereals,Soft Wheat,MA-NATIONAL,1995,,340.7000,USD/tonne,USD,2.9096,0.3407,4.1500,official,exact,file_download,FAOSTAT
CEREAL-WHEAT-SOFT,Cereals,Soft Wheat,MA-NATIONAL,1995,,2910.0000,MAD/tonne,MAD,2.9100,0.3407,4.1506,official,exact,file_download,FAOSTAT
CEREAL-WHEAT-SOFT,Cereals,Soft Wheat,MA-NATIONAL,1995,,115.9400,index_point,index,,,,estimated,exact,file_download,FAOSTAT
CEREAL-WHEAT-SOFT,Cereals,Soft Wheat,MA-NATIONAL,1996,,92.4300,index_point,index,,,,estimated,exact,file_download,FAOSTAT
CEREAL-WHEAT-SOFT,Cereals,Soft Wheat,MA-NATIONAL,1996,,2320.0000,MAD/tonne,MAD,2.3200,0.2661,3.2131,official,exact,file_download,FAOSTAT
CEREAL-WHEAT-SOFT,Cereals,Soft Wheat,MA-NATIONAL,1996,,266.2000,USD/tonne,USD,2.3213,0.2662,3.2149,official,exact,file_download,FAOSTAT
CEREAL-WHEAT-SOFT,Cereals,Soft Wheat,MA-NATIONAL,1997,,2510.0000,MAD/tonne,MAD,2.5100,0.2634,3.4405,official,exact,file_download,FAOSTAT
CEREAL-WHEAT-SOFT,Cereals,Soft Wheat,MA-NATIONAL,1997,,100.0000,index_point,index,,,,estimated,exact,file_download,FAOSTAT
CEREAL-WHEAT-SOFT,Cereals,Soft Wheat,MA-NATIONAL,1997,,263.5000,USD/tonne,USD,2.5112,0.2635,3.4421,official,exact,file_download,FAOSTAT
CEREAL-WHEAT-SOFT,Cereals,Soft Wheat,MA-NATIONAL,1998,,2450.0000,MAD/tonne,MAD,2.4500,0.2552,3.2683,official,exact,file_download,FAOSTAT
CEREAL-WHEAT-SOFT,Cereals,Soft Wheat,MA-NATIONAL,1998,,97.6100,index_point,index,,,,estimated,exact,file_download,FAOSTAT
CEREAL-WHEAT-SOFT,Cereals,Soft Wheat,MA-NATIONAL,1998,,255.1000,USD/tonne,USD,2.4490,0.2551,3.2669,official,exact,file_download,FAOSTAT
CEREAL-WHEAT-SOFT,Cereals,Soft Wheat,MA-NATIONAL,1999,,2470.0000,MAD/tonne,MAD,2.4700,0.2520,3.2726,official,exact,file_download,FAOSTAT
CEREAL-WHEAT-SOFT,Cereals,Soft Wheat,MA-NATIONAL,1999,,98.4100,index_point,index,,,,estimated,exact,file_download,FAOSTAT
CEREAL-WHEAT-SOFT,Cereals,Soft Wheat,MA-NATIONAL,1999,,251.9000,USD/tonne,USD,2.4686,0.2519,3.2708,official,exact,file_download,FAOSTAT
CEREAL-WHEAT-SOFT,Cereals,Soft Wheat,MA-NATIONAL,2000,,102.3900,index_point,index,,,,estimated,exact,file_download,FAOSTAT
CEREAL-WHEAT-SOFT,Cereals,Soft Wheat,MA-NATIONAL,2000,,2570.0000,MAD/tonne,MAD,2.5700,0.2418,3.3418,official,exact,file_download,FAOSTAT
CEREAL-WHEAT-SOFT,Cereals,Soft Wheat,MA-NATIONAL,2000,,241.9000,USD/tonne,USD,2.5714,0.2419,3.3436,official,exact,file_download,FAOSTAT
CEREAL-WHEAT-SOFT,Cereals,Soft Wheat,MA-NATIONAL,2001,,2510.0000,MAD/tonne,MAD,2.5100,0.2221,3.2436,official,exact,file_download,FAOSTAT
CEREAL-WHEAT-SOFT,Cereals,Soft Wheat,MA-NATIONAL,2001,,222.1000,USD/tonne,USD,2.5097,0.2221,3.2433,official,exact,file_download,FAOSTAT
CEREAL-WHEAT-SOFT,Cereals,Soft Wheat,MA-NATIONAL,2001,,100.0000,index_point,index,,,,estimated,exact,file_download,FAOSTAT
CEREAL-WHEAT-SOFT,Cereals,Soft Wheat,MA-NATIONAL,2002,,226.8000,USD/tonne,USD,2.4993,0.2268,3.1420,official,exact,file_download,FAOSTAT
CEREAL-WHEAT-SOFT,Cereals,Soft Wheat,MA-NATIONAL,2002,,2500.0000,MAD/tonne,MAD,2.5000,0.2269,3.1429,official,exact,file_download,FAOSTAT
CEREAL-WHEAT-SOFT,Cereals,Soft Wheat,MA-NATIONAL,2002,,99.6000,index_point,index,,,,estimated,exact,file_download,FAOSTAT
CEREAL-WHEAT-SOFT,Cereals,Soft Wheat,MA-NATIONAL,2003,,99.2000,index_point,index,,,,estimated,exact,file_download,FAOSTAT
CEREAL-WHEAT-SOFT,Cereals,Soft Wheat,MA-NATIONAL,2003,,260.1000,USD/tonne,USD,2.4892,0.2601,3.0931,official,exact,file_download,FAOSTAT
CEREAL-WHEAT-SOFT,Cereals,Soft Wheat,MA-NATIONAL,2003,,2490.0000,MAD/tonne,MAD,2.4900,0.2602,3.0942,official,exact,file_download,FAOSTAT
CEREAL-WHEAT-SOFT,Cereals,Soft Wheat,MA-NATIONAL,2004,,2390.0000,MAD/tonne,MAD,2.3900,0.2694,2.9262,official,exact,file_download,FAOSTAT
CEREAL-WHEAT-SOFT,Cereals,Soft Wheat,MA-NATIONAL,2004,,269.5000,USD/tonne,USD,2.3905,0.2695,2.9268,official,exact,file_download,FAOSTAT
CEREAL-WHEAT-SOFT,Cereals,Soft Wheat,MA-NATIONAL,2004,,95.2200,index_point,index,,,,estimated,exact,file_download,FAOSTAT
CEREAL-WHEAT-SOFT,Cereals,Soft Wheat,MA-NATIONAL,2005,,2520.0000,MAD/tonne,MAD,2.5200,0.2841,3.0553,official,exact,file_download,FAOSTAT
CEREAL-WHEAT-SOFT,Cereals,Soft Wheat,MA-NATIONAL,2005,,284.3000,USD/tonne,USD,2.5217,0.2843,3.0574,official,exact,file_download,FAOSTAT
CEREAL-WHEAT-SOFT,Cereals,Soft Wheat,MA-NATIONAL,2005,,100.4000,index_point,index,,,,estimated,exact,file_download,FAOSTAT
CEREAL-WHEAT-SOFT,Cereals,Soft Wheat,MA-NATIONAL,2006,,251.3000,USD/tonne,USD,2.2114,0.2513,2.5960,official,exact,file_download,FAOSTAT
CEREAL-WHEAT-SOFT,Cereals,Soft Wheat,MA-NATIONAL,2006,,2210.0000,MAD/tonne,MAD,2.2100,0.2511,2.5943,official,exact,file_download,FAOSTAT
CEREAL-WHEAT-SOFT,Cereals,Soft Wheat,MA-NATIONAL,2006,,88.0500,index_point,index,,,,estimated,exact,file_download,FAOSTAT
CEREAL-WHEAT-SOFT,Cereals,Soft Wheat,MA-NATIONAL,2007,,109.1600,index_point,index,,,,estimated,exact,file_download,FAOSTAT
CEREAL-WHEAT-SOFT,Cereals,Soft Wheat,MA-NATIONAL,2007,,2740.0000,MAD/tonne,MAD,2.7400,0.3341,3.1520,official,exact,file_download,FAOSTAT
CEREAL-WHEAT-SOFT,Cereals,Soft Wheat,MA-NATIONAL,2007,,334.5000,USD/tonne,USD,2.7429,0.3345,3.1554,official,exact,file_download,FAOSTAT
CEREAL-WHEAT-SOFT,Cereals,Soft Wheat,MA-NATIONAL,2008,,125.9000,index_point,index,,,,estimated,exact,file_download,FAOSTAT
CEREAL-WHEAT-SOFT,Cereals,Soft Wheat,MA-NATIONAL,2008,,3160.0000,MAD/tonne,MAD,3.1600,0.4077,3.5050,official,exact,file_download,FAOSTAT
CEREAL-WHEAT-SOFT,Cereals,Soft Wheat,MA-NATIONAL,2008,,407.7000,USD/tonne,USD,3.1597,0.4077,3.5046,official,exact,file_download,FAOSTAT
CEREAL-WHEAT-SOFT,Cereals,Soft Wheat,MA-NATIONAL,2009,,2400.0000,MAD/tonne,MAD,2.4000,0.2978,2.6364,official,exact,file_download,FAOSTAT
CEREAL-WHEAT-SOFT,Cereals,Soft Wheat,MA-NATIONAL,2009,,95.6200,index_point,index,,,,estimated,exact,file_download,FAOSTAT
CEREAL-WHEAT-SOFT,Cereals,Soft Wheat,MA-NATIONAL,2009,,297.9000,USD/tonne,USD,2.4011,0.2979,2.6376,official,exact,file_download,FAOSTAT
CEREAL-WHEAT-SOFT,Cereals,Soft Wheat,MA-NATIONAL,2010,,2570.0000,MAD/tonne,MAD,2.5700,0.3052,2.7954,official,exact,file_download,FAOSTAT
CEREAL-WHEAT-SOFT,Cereals,Soft Wheat,MA-NATIONAL,2010,,305.3000,USD/tonne,USD,2.5706,0.3053,2.7961,official,exact,file_download,FAOSTAT
CEREAL-WHEAT-SOFT,Cereals,Soft Wheat,MA-NATIONAL,2010,,102.3900,index_point,index,,,,estimated,exact,file_download,FAOSTAT
CEREAL-WHEAT-SOFT,Cereals,Soft Wheat,MA-NATIONAL,2011,,98.4100,index_point,index,,,,estimated,exact,file_download,FAOSTAT
CEREAL-WHEAT-SOFT,Cereals,Soft Wheat,MA-NATIONAL,2011,,305.3000,USD/tonne,USD,2.4699,0.3053,2.6623,official,exact,file_download,FAOSTAT
CEREAL-WHEAT-SOFT,Cereals,Soft Wheat,MA-NATIONAL,2011,,2470.0000,MAD/tonne,MAD,2.4700,0.3053,2.6625,official,exact,file_download,FAOSTAT
CEREAL-WHEAT-SOFT,Cereals,Soft Wheat,MA-NATIONAL,2012,,319.9000,USD/tonne,USD,2.7607,0.3199,2.9380,official,exact,file_download,FAOSTAT
CEREAL-WHEAT-SOFT,Cereals,Soft Wheat,MA-NATIONAL,2012,,2760.0000,MAD/tonne,MAD,2.7600,0.3198,2.9373,official,exact,file_download,FAOSTAT
CEREAL-WHEAT-SOFT,Cereals,Soft Wheat,MA-NATIONAL,2012,,109.9600,index_point,index,,,,estimated,exact,file_download,FAOSTAT
CEREAL-WHEAT-SOFT,Cereals,Soft Wheat,MA-NATIONAL,2013,,100.4000,index_point,index,,,,estimated,exact,file_download,FAOSTAT
CEREAL-WHEAT-SOFT,Cereals,Soft Wheat,MA-NATIONAL,2013,,2520.0000,MAD/tonne,MAD,2.5200,0.2996,2.6323,official,exact,file_download,FAOSTAT
CEREAL-WHEAT-SOFT,Cereals,Soft Wheat,MA-NATIONAL,2013,,299.8000,USD/tonne,USD,2.5213,0.2998,2.6337,official,exact,file_download,FAOSTAT
CEREAL-WHEAT-SOFT,Cereals,Soft Wheat,MA-NATIONAL,2014,,99.2000,index_point,index,,,,estimated,exact,file_download,FAOSTAT
CEREAL-WHEAT-SOFT,Cereals,Soft Wheat,MA-NATIONAL,2014,,2490.0000,MAD/tonne,MAD,2.4900,0.2961,2.5895,official,exact,file_download,FAOSTAT
CEREAL-WHEAT-SOFT,Cereals,Soft Wheat,MA-NATIONAL,2014,,296.2000,USD/tonne,USD,2.4910,0.2962,2.5906,official,exact,file_download,FAOSTAT
CEREAL-WHEAT-SOFT,Cereals,Soft Wheat,MA-NATIONAL,2015,,94.4200,index_point,index,,,,estimated,exact,file_download,FAOSTAT
CEREAL-WHEAT-SOFT,Cereals,Soft Wheat,MA-NATIONAL,2015,,2370.0000,MAD/tonne,MAD,2.3700,0.2431,2.4269,official,exact,file_download,FAOSTAT
CEREAL-WHEAT-SOFT,Cereals,Soft Wheat,MA-NATIONAL,2015,,242.7000,USD/tonne,USD,2.3663,0.2427,2.4232,official,exact,file_download,FAOSTAT
CEREAL-WHEAT-SOFT,Cereals,Soft Wheat,MA-NATIONAL,2016,,106.3700,index_point,index,,,,estimated,exact,file_download,FAOSTAT
CEREAL-WHEAT-SOFT,Cereals,Soft Wheat,MA-NATIONAL,2016,,2670.0000,MAD/tonne,MAD,2.6700,0.2730,2.6901,official,exact,file_download,FAOSTAT
CEREAL-WHEAT-SOFT,Cereals,Soft Wheat,MA-NATIONAL,2016,,272.2000,USD/tonne,USD,2.6621,0.2722,2.6822,official,exact,file_download,FAOSTAT
CEREAL-WHEAT-SOFT,Cereals,Soft Wheat,MA-NATIONAL,2017,,266.3000,USD/tonne,USD,2.5804,0.2663,2.5804,official,exact,file_download,FAOSTAT
CEREAL-WHEAT-SOFT,Cereals,Soft Wheat,MA-NATIONAL,2017,,2581.0000,MAD/tonne,MAD,2.5810,0.2664,2.5810,official,exact,file_download,FAOSTAT
CEREAL-WHEAT-SOFT,Cereals,Soft Wheat,MA-NATIONAL,2017,,102.8300,index_point,index,,,,estimated,exact,file_download,FAOSTAT
CEREAL-WHEAT-SOFT,Cereals,Soft Wheat,MA-NATIONAL,2018,,2383.0000,MAD/tonne,MAD,2.3830,0.2538,2.3408,official,exact,file_download,FAOSTAT
CEREAL-WHEAT-SOFT,Cereals,Soft Wheat,MA-NATIONAL,2018,,253.9000,USD/tonne,USD,2.3841,0.2539,2.3419,official,exact,file_download,FAOSTAT
CEREAL-WHEAT-SOFT,Cereals,Soft Wheat,MA-NATIONAL,2018,,94.9400,index_point,index,,,,estimated,exact,file_download,FAOSTAT
CEREAL-WHEAT-SOFT,Cereals,Soft Wheat,MA-NATIONAL,2019,,93.2300,index_point,index,,,,estimated,exact,file_download,FAOSTAT
CEREAL-WHEAT-SOFT,Cereals,Soft Wheat,MA-NATIONAL,2019,,2340.0000,MAD/tonne,MAD,2.3400,0.2432,2.2916,official,exact,file_download,FAOSTAT
CEREAL-WHEAT-SOFT,Cereals,Soft Wheat,MA-NATIONAL,2019,,243.3000,USD/tonne,USD,2.3405,0.2433,2.2921,official,exact,file_download,FAOSTAT
CEREAL-WHEAT-SOFT,Cereals,Soft Wheat,MA-NATIONAL,2020,,270.6000,USD/tonne,USD,2.5707,0.2706,2.4999,official,exact,file_download,FAOSTAT
CEREAL-WHEAT-SOFT,Cereals,Soft Wheat,MA-NATIONAL,2020,,2570.0000,MAD/tonne,MAD,2.5700,0.2705,2.4992,official,exact,file_download,FAOSTAT
CEREAL-WHEAT-SOFT,Cereals,Soft Wheat,MA-NATIONAL,2020,,102.3900,index_point,index,,,,estimated,exact,file_download,FAOSTAT
CEREAL-WHEAT-SOFT,Cereals,Soft Wheat,MA-NATIONAL,2021,,2800.0000,MAD/tonne,MAD,2.8000,0.3115,2.6852,official,exact,file_download,FAOSTAT
CEREAL-WHEAT-SOFT,Cereals,Soft Wheat,MA-NATIONAL,2021,,111.5500,index_point,index,,,,estimated,exact,file_download,FAOSTAT
CEREAL-WHEAT-SOFT,Cereals,Soft Wheat,MA-NATIONAL,2021,,311.5000,USD/tonne,USD,2.8004,0.3115,2.6856,official,exact,file_download,FAOSTAT
CEREAL-WHEAT-SOFT,Cereals,Soft Wheat,MA-NATIONAL,2022,,4056.5000,MAD/tonne,MAD,4.0565,0.3993,3.6474,official,exact,file_download,FAOSTAT
CEREAL-WHEAT-SOFT,Cereals,Soft Wheat,MA-NATIONAL,2022,,399.2000,USD/tonne,USD,4.0559,0.3992,3.6468,official,exact,file_download,FAOSTAT
CEREAL-WHEAT-SOFT,Cereals,Soft Wheat,MA-NATIONAL,2022,,161.6100,index_point,index,,,,estimated,exact,file_download,FAOSTAT
CEREAL-WHEAT-SOFT,Cereals,Soft Wheat,MA-NATIONAL,2023,,385.9000,USD/tonne,USD,3.9092,0.3859,3.3131,official,exact,file_download,FAOSTAT
CEREAL-WHEAT-SOFT,Cereals,Soft Wheat,MA-NATIONAL,2023,,155.7600,index_point,index,,,,estimated,exact,file_download,FAOSTAT
CEREAL-WHEAT-SOFT,Cereals,Soft Wheat,MA-NATIONAL,2023,,3909.6000,MAD/tonne,MAD,3.9096,0.3859,3.3135,official,exact,file_download,FAOSTAT
CEREAL-WHEAT-SOFT,Cereals,Soft Wheat,MA-NATIONAL,2024,,4337.5000,MAD/tonne,MAD,4.3375,0.4359,3.6403,official,exact,file_download,FAOSTAT
CEREAL-WHEAT-SOFT,Cereals,Soft Wheat,MA-NATIONAL,2024,,436.3000,USD/tonne,USD,4.3412,0.4363,3.6433,official,exact,file_download,FAOSTAT
CEREAL-WHEAT-SOFT,Cereals,Soft Wheat,MA-NATIONAL,2024,,172.8100,index_point,index,,,,estimated,exact,file_download,FAOSTAT
CEREAL-WHEAT-SOFT,Cereals,Soft Wheat,MA-NATIONAL,2025,,189.8600,index_point,index,,,,estimated,exact,file_download,FAOSTAT
CPI-FOOD,Indices,Food Price Index,MA-NATIONAL,2000,1,68.0121,index_point,index,,,,institutional,exact,file_download,FAOSTAT
CPI-FOOD,Indices,Food Price Index,MA-NATIONAL,2000,2,67.5711,index_point,index,,,,institutional,exact,file_download,FAOSTAT
CPI-FOOD,Indices,Food Price Index,MA-NATIONAL,2000,3,68.3805,index_point,index,,,,institutional,exact,file_download,FAOSTAT
CPI-FOOD,Indices,Food Price Index,MA-NATIONAL,2000,4,69.4906,index_point,index,,,,institutional,exact,file_download,FAOSTAT
CPI-FOOD,Indices,Food Price Index,MA-NATIONAL,2000,5,68.2331,index_point,index,,,,institutional,exact,file_download,FAOSTAT
CPI-FOOD,Indices,Food Price Index,MA-NATIONAL,2000,6,68.0121,index_point,index,,,,institutional,exact,file_download,FAOSTAT
CPI-FOOD,Indices,Food Price Index,MA-NATIONAL,2000,7,67.9386,index_point,index,,,,institutional,exact,file_download,FAOSTAT
CPI-FOOD,Indices,Food Price Index,MA-NATIONAL,2000,8,68.2331,index_point,index,,,,institutional,exact,file_download,FAOSTAT
CPI-FOOD,Indices,Food Price Index,MA-NATIONAL,2000,9,69.4906,index_point,index,,,,institutional,exact,file_download,FAOSTAT
CPI-FOOD,Indices,Food Price Index,MA-NATIONAL,2000,10,71.6573,index_point,index,,,,institutional,exact,file_download,FAOSTAT
CPI-FOOD,Indices,Food Price Index,MA-NATIONAL,2000,11,71.0569,index_point,index,,,,institutional,exact,file_download,FAOSTAT
CPI-FOOD,Indices,Food Price Index,MA-NATIONAL,2000,12,69.7135,index_point,index,,,,institutional,exact,file_download,FAOSTAT
CPI-FOOD,Indices,Food Price Index,MA-NATIONAL,2001,1,69.4906,index_point,index,,,,institutional,exact,file_download,FAOSTAT
CPI-FOOD,Indices,Food Price Index,MA-NATIONAL,2001,2,69.1198,index_point,index,,,,institutional,exact,file_download,FAOSTAT
CPI-FOOD,Indices,Food Price Index,MA-NATIONAL,2001,3,68.8977,index_point,index,,,,institutional,exact,file_download,FAOSTAT
CPI-FOOD,Indices,Food Price Index,MA-NATIONAL,2001,4,69.1198,index_point,index,,,,institutional,exact,file_download,FAOSTAT
CPI-FOOD,Indices,Food Price Index,MA-NATIONAL,2001,5,69.5649,index_point,index,,,,institutional,exact,file_download,FAOSTAT
CPI-FOOD,Indices,Food Price Index,MA-NATIONAL,2001,6,69.5649,index_point,index,,,,institutional,exact,file_download,FAOSTAT
CPI-FOOD,Indices,Food Price Index,MA-NATIONAL,2001,7,69.4164,index_point,index,,,,institutional,exact,file_download,FAOSTAT
CPI-FOOD,Indices,Food Price Index,MA-NATIONAL,2001,8,69.7135,index_point,index,,,,institutional,exact,file_download,FAOSTAT
CPI-FOOD,Indices,Food Price Index,MA-NATIONAL,2001,9,69.7135,index_point,index,,,,institutional,exact,file_download,FAOSTAT
CPI-FOOD,Indices,Food Price Index,MA-NATIONAL,2001,10,70.0111,index_point,index,,,,institutional,exact,file_download,FAOSTAT
CPI-FOOD,Indices,Food Price Index,MA-NATIONAL,2001,11,70.0856,index_point,index,,,,institutional,exact,file_download,FAOSTAT
CPI-FOOD,Indices,Food Price Index,MA-NATIONAL,2001,12,71.7325,index_point,index,,,,institutional,exact,file_download,FAOSTAT
CPI-FOOD,Indices,Food Price Index,MA-NATIONAL,2002,1,71.9583,index_point,index,,,,institutional,exact,file_download,FAOSTAT
CPI-FOOD,Indices,Food Price Index,MA-NATIONAL,2002,2,72.7887,index_point,index,,,,institutional,exact,file_download,FAOSTAT
CPI-FOOD,Indices,Food Price Index,MA-NATIONAL,2002,3,74.1558,index_point,index,,,,institutional,exact,file_download,FAOSTAT
CPI-FOOD,Indices,Food Price Index,MA-NATIONAL,2002,4,73.6989,index_point,index,,,,institutional,exact,file_download,FAOSTAT
CPI-FOOD,Indices,Food Price Index,MA-NATIONAL,2002,5,75.0729,index_point,index,,,,institutional,exact,file_download,FAOSTAT
CPI-FOOD,Indices,Food Price Index,MA-NATIONAL,2002,6,73.3950,index_point,index,,,,institutional,exact,file_download,FAOSTAT
CPI-FOOD,Indices,Food Price Index,MA-NATIONAL,2002,7,71.7325,index_point,index,,,,institutional,exact,file_download,FAOSTAT
CPI-FOOD,Indices,Food Price Index,MA-NATIONAL,2002,8,71.6573,index_point,index,,,,institutional,exact,file_download,FAOSTAT
CPI-FOOD,Indices,Food Price Index,MA-NATIONAL,2002,9,72.1090,index_point,index,,,,institutional,exact,file_download,FAOSTAT
CPI-FOOD,Indices,Food Price Index,MA-NATIONAL,2002,10,72.6374,index_point,index,,,,institutional,exact,file_download,FAOSTAT
CPI-FOOD,Indices,Food Price Index,MA-NATIONAL,2002,11,73.6989,index_point,index,,,,institutional,exact,file_download,FAOSTAT
CPI-FOOD,Indices,Food Price Index,MA-NATIONAL,2002,12,73.3950,index_point,index,,,,institutional,exact,file_download,FAOSTAT
CPI-FOOD,Indices,Food Price Index,MA-NATIONAL,2003,1,72.7130,index_point,index,,,,institutional,exact,file_download,FAOSTAT
CPI-FOOD,Indices,Food Price Index,MA-NATIONAL,2003,2,73.3950,index_point,index,,,,institutional,exact,file_download,FAOSTAT
CPI-FOOD,Indices,Food Price Index,MA-NATIONAL,2003,3,72.7130,index_point,index,,,,institutional,exact,file_download,FAOSTAT
CPI-FOOD,Indices,Food Price Index,MA-NATIONAL,2003,4,73.1674,index_point,index,,,,institutional,exact,file_download,FAOSTAT
CPI-FOOD,Indices,Food Price Index,MA-NATIONAL,2003,5,73.4709,index_point,index,,,,institutional,exact,file_download,FAOSTAT
CPI-FOOD,Indices,Food Price Index,MA-NATIONAL,2003,6,73.5469,index_point,index,,,,institutional,exact,file_download,FAOSTAT
CPI-FOOD,Indices,Food Price Index,MA-NATIONAL,2003,7,73.4709,index_point,index,,,,institutional,exact,file_download,FAOSTAT
CPI-FOOD,Indices,Food Price Index,MA-NATIONAL,2003,8,74.7667,index_point,index,,,,institutional,exact,file_download,FAOSTAT
CPI-FOOD,Indices,Food Price Index,MA-NATIONAL,2003,9,76.3030,index_point,index,,,,institutional,exact,file_download,FAOSTAT
CPI-FOOD,Indices,Food Price Index,MA-NATIONAL,2003,10,77.6965,index_point,index,,,,institutional,exact,file_download,FAOSTAT
CPI-FOOD,Indices,Food Price Index,MA-NATIONAL,2003,11,76.7663,index_point,index,,,,institutional,exact,file_download,FAOSTAT
CPI-FOOD,Indices,Food Price Index,MA-NATIONAL,2003,12,75.6869,index_point,index,,,,institutional,exact,file_download,FAOSTAT
CPI-FOOD,Indices,Food Price Index,MA-NATIONAL,2004,1,75.0729,index_point,index,,,,institutional,exact,file_download,FAOSTAT
CPI-FOOD,Indices,Food Price Index,MA-NATIONAL,2004,2,75.5333,index_point,index,,,,institutional,exact,file_download,FAOSTAT
CPI-FOOD,Indices,Food Price Index,MA-NATIONAL,2004,3,75.8408,index_point,index,,,,institutional,exact,file_download,FAOSTAT
CPI-FOOD,Indices,Food Price Index,MA-NATIONAL,2004,4,75.9947,index_point,index,,,,institutional,exact,file_download,FAOSTAT
CPI-FOOD,Indices,Food Price Index,MA-NATIONAL,2004,5,76.4573,index_point,index,,,,institutional,exact,file_download,FAOSTAT
CPI-FOOD,Indices,Food Price Index,MA-NATIONAL,2004,6,75.7638,index_point,index,,,,institutional,exact,file_download,FAOSTAT
CPI-FOOD,Indices,Food Price Index,MA-NATIONAL,2004,7,75.6101,index_point,index,,,,institutional,exact,file_download,FAOSTAT
CPI-FOOD,Indices,Food Price Index,MA-NATIONAL,2004,8,76.9211,index_point,index,,,,institutional,exact,file_download,FAOSTAT
CPI-FOOD,Indices,Food Price Index,MA-NATIONAL,2004,9,77.3859,index_point,index,,,,institutional,exact,file_download,FAOSTAT
CPI-FOOD,Indices,Food Price Index,MA-NATIONAL,2004,10,77.7742,index_point,index,,,,institutional,exact,file_download,FAOSTAT
CPI-FOOD,Indices,Food Price Index,MA-NATIONAL,2004,11,77.5412,index_point,index,,,,institutional,exact,file_download,FAOSTAT
CPI-FOOD,Indices,Food Price Index,MA-NATIONAL,2004,12,76.3801,index_point,index,,,,institutional,exact,file_download,FAOSTAT
CPI-FOOD,Indices,Food Price Index,MA-NATIONAL,2005,1,76.6890,index_point,index,,,,institutional,exact,file_download,FAOSTAT
CPI-FOOD,Indices,Food Price Index,MA-NATIONAL,2005,2,77.1533,index_point,index,,,,institutional,exact,file_download,FAOSTAT
CPI-FOOD,Indices,Food Price Index,MA-NATIONAL,2005,3,77.4635,index_point,index,,,,institutional,exact,file_download,FAOSTAT
CPI-FOOD,Indices,Food Price Index,MA-NATIONAL,2005,4,77.3859,index_point,index,,,,institutional,exact,file_download,FAOSTAT
CPI-FOOD,Indices,Food Price Index,MA-NATIONAL,2005,5,77.4635,index_point,index,,,,institutional,exact,file_download,FAOSTAT
CPI-FOOD,Indices,Food Price Index,MA-NATIONAL,2005,6,76.3801,index_point,index,,,,institutional,exact,file_download,FAOSTAT
CPI-FOOD,Indices,Food Price Index,MA-NATIONAL,2005,7,76.2259,index_point,index,,,,institutional,exact,file_download,FAOSTAT
CPI-FOOD,Indices,Food Price Index,MA-NATIONAL,2005,8,77.1533,index_point,index,,,,institutional,exact,file_download,FAOSTAT
CPI-FOOD,Indices,Food Price Index,MA-NATIONAL,2005,9,77.8520,index_point,index,,,,institutional,exact,file_download,FAOSTAT
CPI-FOOD,Indices,Food Price Index,MA-NATIONAL,2005,10,79.1003,index_point,index,,,,institutional,exact,file_download,FAOSTAT
CPI-FOOD,Indices,Food Price Index,MA-NATIONAL,2005,11,79.5705,index_point,index,,,,institutional,exact,file_download,FAOSTAT
CPI-FOOD,Indices,Food Price Index,MA-NATIONAL,2005,12,79.1003,index_point,index,,,,institutional,exact,file_download,FAOSTAT
CPI-FOOD,Indices,Food Price Index,MA-NATIONAL,2006,1,79.7275,index_point,index,,,,institutional,exact,file_download,FAOSTAT
CPI-FOOD,Indices,Food Price Index,MA-NATIONAL,2006,2,79.6489,index_point,index,,,,institutional,exact,file_download,FAOSTAT
CPI-FOOD,Indices,Food Price Index,MA-NATIONAL,2006,3,80.1992,index_point,index,,,,institutional,exact,file_download,FAOSTAT
CPI-FOOD,Indices,Food Price Index,MA-NATIONAL,2006,4,81.5418,index_point,index,,,,institutional,exact,file_download,FAOSTAT
CPI-FOOD,Indices,Food Price Index,MA-NATIONAL,2006,5,82.9734,index_point,index,,,,institutional,exact,file_download,FAOSTAT
CPI-FOOD,Indices,Food Price Index,MA-NATIONAL,2006,6,81.3042,index_point,index,,,,institutional,exact,file_download,FAOSTAT
CPI-FOOD,Indices,Food Price Index,MA-NATIONAL,2006,7,80.4354,index_point,index,,,,institutional,exact,file_download,FAOSTAT
CPI-FOOD,Indices,Food Price Index,MA-NATIONAL,2006,8,82.0179,index_point,index,,,,institutional,exact,file_download,FAOSTAT
CPI-FOOD,Indices,Food Price Index,MA-NATIONAL,2006,9,83.3728,index_point,index,,,,institutional,exact,file_download,FAOSTAT
CPI-FOOD,Indices,Food Price Index,MA-NATIONAL,2006,10,84.7368,index_point,index,,,,institutional,exact,file_download,FAOSTAT
CPI-FOOD,Indices,Food Price Index,MA-NATIONAL,2006,11,84.3347,index_point,index,,,,institutional,exact,file_download,FAOSTAT
CPI-FOOD,Indices,Food Price Index,MA-NATIONAL,2006,12,83.5328,index_point,index,,,,institutional,exact,file_download,FAOSTAT
CPI-FOOD,Indices,Food Price Index,MA-NATIONAL,2007,1,82.7219,index_point,index,,,,institutional,exact,file_download,FAOSTAT
CPI-FOOD,Indices,Food Price Index,MA-NATIONAL,2007,2,82.1542,index_point,index,,,,institutional,exact,file_download,FAOSTAT
CPI-FOOD,Indices,Food Price Index,MA-NATIONAL,2007,3,83.1274,index_point,index,,,,institutional,exact,file_download,FAOSTAT
CPI-FOOD,Indices,Food Price Index,MA-NATIONAL,2007,4,85.1549,index_point,index,,,,institutional,exact,file_download,FAOSTAT
